description	filename	checksum
bcm-gbm-circular_RNA	bcm-gbm-circular_RNA-GBM-circRNA_rsem_tumor_normal_UQ_log2(x+1)_BCM.txt.gz	0a0f3321e959a9fd7593c7fdd9bad589
bcm-gbm-CNV	bcm-gbm-CNV-GBM_WES_CNV_gene_ratio_log2.txt.gz	33900fdde81bfc7149a592cad2423a54
bcm-gbm-mapping	bcm-gbm-mapping-gencode.v34.basic.annotation-mapping.txt.gz	c4671dffa2aceb0814dab4c044dbd4b9
bcm-gbm-miRNA	bcm-gbm-miRNA-GBM_miRNAseq_mature_miRNA_RPM_log2_Tumor.txt.gz	594c6586ab63e31103715e27c9bdd5c7
bcm-gbm-phosphoproteomics	bcm-gbm-phosphoproteomics-GBM_phospho_site_abundance_log2_reference_intensity_normalized_Tumor.txt	42248252cdb60fb818d9334a5dab561c
bcm-gbm-proteomics	bcm-gbm-proteomics-GBM_proteomics_gene_abundance_log2_reference_intensity_normalized_Tumor.txt.gz	6380e8188f8e52326e4e3badc5935be3
bcm-gbm-transcriptomics	bcm-gbm-transcriptomics-GBM-gene_rsem_removed_circRNA_tumor_normal_UQ_log2(x+1)_BCM.txt.gz	2013e880041365f4ff50e65b870e28d7
bcm-hnscc-circular_RNA	bcm-hnscc-circular_RNA-HNSCC-circRNA_rsem_tumor_normal_UQ_log2(x+1)_BCM.txt.gz	5ba92fe4a35276be27533077423fc898
bcm-hnscc-mapping	bcm-hnscc-mapping-gencode.v34.basic.annotation-mapping.txt.gz	d86c462526a2ac0c98f4fa0f2a5a5031
bcm-hnscc-miRNA	bcm-hnscc-miRNA-HNSCC_miRNAseq_mature_miRNA_RPM_log2_Normal.txt.gz	0bd10bb8acad19ff5ccb7afe0c420f45
bcm-hnscc-miRNA	bcm-hnscc-miRNA-HNSCC_miRNAseq_mature_miRNA_RPM_log2_Tumor.txt.gz	43dc0e32f770d506b5633b15f9478f78
bcm-hnscc-phosphoproteomics	bcm-hnscc-phosphoproteomics-HNSCC_phospho_site_abundance_log2_reference_intensity_normalized_Normal.txt.gz	701a5968db7ed18c4245b7d249d6d053
bcm-hnscc-phosphoproteomics	bcm-hnscc-phosphoproteomics-HNSCC_phospho_site_abundance_log2_reference_intensity_normalized_Tumor.txt	96bc99e876c18457cc5569cc77d6b6a0
bcm-hnscc-proteomics	bcm-hnscc-proteomics-HNSCC_proteomics_gene_abundance_log2_reference_intensity_normalized_Normal.txt.gz	0650c18299097bf70b58b7c8c308430a
bcm-hnscc-proteomics	bcm-hnscc-proteomics-HNSCC_proteomics_gene_abundance_log2_reference_intensity_normalized_Tumor.txt.gz	0f5eb0976fcf774639f53df780c1d4ae
bcm-hnscc-transcriptomics	bcm-hnscc-transcriptomics-HNSCC-gene_rsem_removed_circRNA_tumor_normal_UQ_log2(x+1)_BCM.txt.gz	6112161c3eb093b4fabc66711a5e1b1b
bcm-lscc-circular_RNA	bcm-lscc-circular_RNA-LSCC-circRNA_rsem_tumor_normal_UQ_log2(x+1)_BCM.txt.gz	9c3cb9291aa1c31c913c55eb0eed30b8
bcm-lscc-CNV	bcm-lscc-CNV-LSCC_WES_CNV_gene_ratio_log2.txt.gz	d2a4699acedf9aa6903399b8cedbb80b
bcm-lscc-mapping	bcm-lscc-mapping-gencode.v34.basic.annotation-mapping.txt.gz	cf0193dfdaa1849d30efd4c4c4823f1e
bcm-lscc-miRNA	bcm-lscc-miRNA-LSCC_miRNAseq_mature_miRNA_RPM_log2_Normal.txt.gz	aab50cbc5cdf054f362c00e48716d827
bcm-lscc-miRNA	bcm-lscc-miRNA-LSCC_miRNAseq_mature_miRNA_RPM_log2_Tumor.txt.gz	d4929cd334c993504002d789ff37dce5
bcm-lscc-phosphoproteomics	bcm-lscc-phosphoproteomics-LSCC_phospho_site_abundance_log2_reference_intensity_normalized_Normal.txt.gz	50885993eeb4794aa2f49df15e6388c2
bcm-lscc-phosphoproteomics	bcm-lscc-phosphoproteomics-LSCC_phospho_site_abundance_log2_reference_intensity_normalized_Tumor.txt	e23e02209ccc9cdca824184b16f1450b
bcm-lscc-proteomics	bcm-lscc-proteomics-LSCC_proteomics_gene_abundance_log2_reference_intensity_normalized_Normal.txt.gz	32f44e4249568fb2901f38232125e591
bcm-lscc-proteomics	bcm-lscc-proteomics-LSCC_proteomics_gene_abundance_log2_reference_intensity_normalized_Tumor.txt.gz	c585436d5dd4e4d2b50e184e96029db3
bcm-lscc-transcriptomics	bcm-lscc-transcriptomics-LSCC-gene_rsem_removed_circRNA_tumor_normal_UQ_log2(x+1)_BCM.txt.gz	79e5f0c46f1f8bfcd7386add33c9fcdb
bcm-luad-circular_RNA	bcm-luad-circular_RNA-LUAD-circRNA_rsem_tumor_normal_UQ_log2(x+1)_BCM.txt.gz	1b77a0f9078a627e22dfb7ab3a84bbff
bcm-luad-CNV	bcm-luad-CNV-LUAD_WES_CNV_gene_ratio_log2.txt.gz	25fcb97879e7750a4808bc33c5afb816
bcm-luad-mapping	bcm-luad-mapping-gencode.v34.basic.annotation-mapping.txt.gz	6e60ba1eb9ae894049b54f1d786dd496
bcm-luad-miRNA	bcm-luad-miRNA-LUAD_miRNAseq_mature_miRNA_RPM_log2_Normal.txt.gz	b73469e167f9748499f9eac03c6cbd48
bcm-luad-miRNA	bcm-luad-miRNA-LUAD_miRNAseq_mature_miRNA_RPM_log2_Tumor.txt.gz	14b4ed692b58ef3e764ad675bee02f85
bcm-luad-phosphoproteomics	bcm-luad-phosphoproteomics-LUAD_phospho_site_abundance_log2_reference_intensity_normalized_Normal.txt.gz	b5141de4e84c12ce4b3e83f5d19925cb
bcm-luad-phosphoproteomics	bcm-luad-phosphoproteomics-LUAD_phospho_site_abundance_log2_reference_intensity_normalized_Tumor.txt	f08157347fc37565ef2aabfdeabefd29
bcm-luad-proteomics	bcm-luad-proteomics-LUAD_proteomics_gene_abundance_log2_reference_intensity_normalized_Normal.txt.gz	91cda5f7694c2a7d638f5fb8f3bb98fb
bcm-luad-proteomics	bcm-luad-proteomics-LUAD_proteomics_gene_abundance_log2_reference_intensity_normalized_Tumor.txt.gz	c234a021ab39f4bf1023ca86cf323818
bcm-luad-transcriptomics	bcm-luad-transcriptomics-LUAD-gene_rsem_removed_circRNA_tumor_normal_UQ_log2(x+1)_BCM.txt.gz	179aef2812603a70ed2b03958762d51d
bcm-ov-CNV	bcm-ov-CNV-HGSC_WES_CNV_gene_ratio_log2.txt.gz	ea7b26916468d99d6738bfbf4a5fd0b4
bcm-ov-mapping	bcm-ov-mapping-gencode.v34.basic.annotation-mapping.txt.gz	2d7872d2e8b333c49bfd400b08ed481f
bcm-ov-phosphoproteomics	bcm-ov-phosphoproteomics-OV_phospho_site_abundance_log2_reference_intensity_normalized_Normal.txt.gz	50f40680da5d43982f0b6d84b1f247ac
bcm-ov-phosphoproteomics	bcm-ov-phosphoproteomics-OV_phospho_site_abundance_log2_reference_intensity_normalized_Tumor.txt	e83a328013f04ee381235292721cac5f
bcm-ov-proteomics	bcm-ov-proteomics-OV_proteomics_gene_abundance_log2_reference_intensity_normalized_Normal.txt.gz	90d6443b74d3a6565adba29f405ea4b5
bcm-ov-proteomics	bcm-ov-proteomics-OV_proteomics_gene_abundance_log2_reference_intensity_normalized_Tumor.txt.gz	9889ca9f499a24e416fe44ec8726bfb6
bcm-ov-transcriptomics	bcm-ov-transcriptomics-OV-gene_RSEM_tumor_normal_UQ_log2(x+1)_BCM.txt.gz	cb8d4b78dda29ef774d5fdcae56a556b
bcm-pdac-circular_RNA	bcm-pdac-circular_RNA-PDAC-circRNA_rsem_tumor_normal_UQ_log2(x+1)_BCM.txt.gz	6d7affcc24742e8109447caf376101c0
bcm-pdac-CNV	bcm-pdac-CNV-PDAC_WES_CNV_gene_ratio_log2.txt.gz	3b7a940fe4fd4701439f8a3de21c1999
bcm-pdac-mapping	bcm-pdac-mapping-gencode.v34.basic.annotation-mapping.txt.gz	4f4002c5693cd569371050c6bee69cac
bcm-pdac-miRNA	bcm-pdac-miRNA-PDAC_miRNAseq_mature_miRNA_RPM_log2_Normal.txt.gz	e4bac7cf72fc9c479cfcfa08b74b69aa
bcm-pdac-miRNA	bcm-pdac-miRNA-PDAC_miRNAseq_mature_miRNA_RPM_log2_Tumor.txt.gz	a2f7d434b88aecc704c1dd35f0e61505
bcm-pdac-phosphoproteomics	bcm-pdac-phosphoproteomics-PDAC_phospho_site_abundance_log2_reference_intensity_normalized_Normal.txt.gz	b6b0846db4098c103a7f596fe83b316e
bcm-pdac-phosphoproteomics	bcm-pdac-phosphoproteomics-PDAC_phospho_site_abundance_log2_reference_intensity_normalized_Tumor.txt	968b72da6d0159d6e74c5b2733d4973d
bcm-pdac-proteomics	bcm-pdac-proteomics-PDAC_proteomics_gene_abundance_log2_reference_intensity_normalized_Normal.txt.gz	eb10a9322ffcdc986580ee1dad85be3f
bcm-pdac-proteomics	bcm-pdac-proteomics-PDAC_proteomics_gene_abundance_log2_reference_intensity_normalized_Tumor.txt.gz	988150c28a2c1db14a3c0e62d08c06d2
bcm-pdac-transcriptomics	bcm-pdac-transcriptomics-PDAC-gene_rsem_removed_circRNA_tumor_normal_UQ_log2(x+1)_BCM.txt.gz	202f0a5ba11d7ede7b70f6f88ae69dfb
bcm-ucec-circular_RNA	bcm-ucec-circular_RNA-UCEC-circRNA_rsem_tumor_normal_UQ_log2(x+1)_BCM.txt.gz	5dd5b717d9054ec15d0409fad97f48bb
bcm-ucec-CNV	bcm-ucec-CNV-UCEC_WES_CNV_gene_ratio_log2.txt.gz	b85710a7c40f0b71f1b772c92211d183
bcm-ucec-mapping	bcm-ucec-mapping-gencode.v34.basic.annotation-mapping.txt.gz	f5adffc2cbeda8b13e8c0e09ade81a04
bcm-ucec-miRNA	bcm-ucec-miRNA-UCEC_miRNAseq_mature_miRNA_RPM_log2_Tumor.txt.gz	d9ed7a5455338c83fd0c321f5572e29c
bcm-ucec-phosphoproteomics	bcm-ucec-phosphoproteomics-UCEC_phospho_site_abundance_log2_reference_intensity_normalized_Normal.txt.gz	bae98751943d40ad7dfd76191eb4fb6d
bcm-ucec-phosphoproteomics	bcm-ucec-phosphoproteomics-UCEC_phospho_site_abundance_log2_reference_intensity_normalized_Tumor.txt	de983b7b2fa2be004aff3bf513b798fa
bcm-ucec-proteomics	bcm-ucec-proteomics-UCEC_proteomics_gene_abundance_log2_reference_intensity_normalized_Tumor.txt.gz	7b4e2e7172869d812255f9f7acf44f3d
