row_type,model,n_paired_folds,n_features,average_precision_mean,matthews_corrcoef_mean,balanced_accuracy_mean,f1_mean,average_precision_std,matthews_corrcoef_std,balanced_accuracy_std,f1_std,comparison_baseline,average_precision_delta_mean,average_precision_delta_std,nadeau_bengio_correction,nadeau_bengio_t,nadeau_bengio_p_one_sided
model_summary,raw_logistic,50,43647.0,0.5160607116615372,-0.009595930979882787,0.49662121212121213,0.4141213043922022,0.08307565408596052,0.19878488910017497,0.09588741724999761,0.13498295674534727,,,,,,
model_summary,pca_logistic,50,64.0,0.48791021160641906,-0.05036165372029634,0.47713131313131313,0.3993223392796013,0.07595595862820226,0.18770389773776133,0.09093962301366686,0.135688477181475,,,,,,
model_summary,frozen_encoder_logistic,50,64.0,0.48906233443390307,-0.08997612080343666,0.4569040404040404,0.4033782451556311,0.07855359541913307,0.18511819150852013,0.08948852605248868,0.12059413896032539,,,,,,
corrected_comparison,frozen_encoder_logistic,50,,,,,,,,,,pca_logistic,0.0011521228274840112,0.09640888381320444,0.2700280112044818,0.022997324742594374,0.4908729025366151
