train_size,average_precision_mean,average_precision_std,average_precision_lower_95,average_precision_upper_95
30,0.7853675663813912,0.05466194431549859,0.712036866359447,0.8391468071099407
60,0.9892314669457527,0.01124435598104395,0.9753846153846154,0.9999999999999999
90,0.9920294436029427,0.012091089027055793,0.9732480528443261,1.0
121,0.9950223384548327,0.004570798820673866,0.9884575569358179,0.9997368421052634
