fold,average_precision,matthews_corrcoef,balanced_accuracy,f1
0,1.0000000000000002,1.0,1.0,1.0
1,1.0,1.0,1.0,1.0
2,1.0,0.9534625892455924,0.9772727272727273,0.9767441860465116
3,0.9699947010177801,0.8581163303210331,0.9295454545454545,0.9302325581395349
4,1.0,1.0,1.0,1.0
