train_size,average_precision_mean,average_precision_std,average_precision_lower_95,average_precision_upper_95
42,0.8676711746479189,0.17272218388999735,0.636403906171348,0.9991582491582491
84,0.9826839826839826,0.03871979181817818,0.922077922077922,1.0
126,0.9874304502140134,0.028106367768033973,0.9434370259630602,1.0
169,0.9853990381099896,0.032648743322946934,0.9342956714949534,1.0
