feature_set,n_features,n_folds,average_precision_mean,average_precision_std,matthews_corrcoef_mean,matthews_corrcoef_std,balanced_accuracy_mean,balanced_accuracy_std,f1_mean,f1_std
phosphoproteome,72361,5,0.4826189365521151,0.08227482396270819,-0.026524296824390187,0.19814722285893735,0.4883333333333334,0.09453123544116655,0.40480470338055474,0.15048932565181156
multi_ptm,91692,5,0.5302176957602655,0.04761194450112592,0.02696942483064584,0.11022708561001658,0.5148484848484849,0.053339466761647455,0.4472981920040743,0.13167336073681332
