pretrain_sample_id,cohort,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,latent_50,latent_51,latent_52,latent_53,latent_54,latent_55,latent_56,latent_57,latent_58,latent_59,latent_60,latent_61,latent_62,latent_63
LSCC:C3N-02283,LSCC,0.5362669,3.3514268,29.453817,21.199709,-21.366043,16.13477,-14.170971,5.3853736,-1.6083474,13.327643,14.364834,2.2926037,-7.4069242,15.867373,-17.76327,-12.8692,18.736551,-1.6096123,-21.904062,21.838846,0.13326286,22.656668,-15.158595,26.2963,-0.58179474,21.114006,-16.757835,-2.825273,9.446877,-1.9709965,-3.4221666,-2.77925,-6.6535177,-5.8767867,-3.3682435,20.91284,-31.58399,-3.2424772,8.172859,-4.2231464,-15.771566,0.8606932,-41.81787,-28.885096,-2.7419899,4.852729,-1.3096946,-9.479526,27.257347,-18.473019,-5.7837915,-7.137695,-14.096818,3.5480201,5.989422,1.608618,-0.44409204,-13.290256,-31.293974,0.4018457,-5.0610733,43.529842,12.537726,21.55058
LSCC:C3N-02284,LSCC,-11.544596,12.796489,10.996274,5.6702633,-29.210707,-25.024925,9.3798685,21.693748,-5.2395635,17.116726,24.318903,34.730667,-0.7261202,12.26123,-1.4260873,4.5839953,-2.5216928,-3.997874,-8.762256,29.827698,4.9932303,-1.8221043,-31.11783,-3.7456026,9.0063305,-13.972576,-35.069195,20.80944,9.67878,6.391858,-49.563873,-20.962366,-18.68413,4.1062126,-1.5695597,9.049648,-7.563962,12.811741,7.039188,-10.532119,-6.763486,-47.926064,-49.504425,-27.21057,-6.7926517,4.4923306,6.815343,-20.872591,19.854597,-5.065471,27.55593,-11.560364,-6.7411675,-29.283825,14.775518,3.6552784,7.1527305,2.5924575,-11.051999,9.075353,-10.622934,2.80944,-4.643277,1.9084561
LSCC:C3N-02285,LSCC,-8.787387,9.827615,10.558192,15.761978,-28.295692,-13.184228,-17.806692,27.335548,-10.389997,-1.1067148,11.168625,12.4745865,20.082342,0.034566008,-5.2653856,28.533606,-11.733887,3.1030986,0.9186375,9.080385,-13.625004,-5.9038334,10.727116,-18.781319,-5.5167975,-17.871664,-45.937675,-1.024584,10.569656,1.1883038,1.087262,-6.8324137,-15.88681,-21.413807,7.831336,28.147745,-2.5701096,-3.2020934,10.78679,-8.182893,4.924365,-5.639809,-41.768417,-2.8269215,-7.841632,-10.233457,-2.545779,-1.8721093,17.81324,-6.5369983,-2.0372565,-2.1142392,-1.2080286,-4.0062537,-6.2823887,-16.976234,16.326014,-8.057397,-15.77623,19.216167,-27.166952,32.466167,-12.232923,-6.432113
LSCC:C3N-02288,LSCC,47.97598,-1.8849707,7.43402,25.743711,-19.46072,-21.50968,-5.601064,38.23793,-16.57573,4.229132,47.945293,-6.0291786,24.894535,24.333578,-23.283709,44.647896,-79.22329,13.571307,-14.740887,4.89934,16.10556,-11.547203,10.996979,-30.704525,-7.0938106,2.5068254,-55.729294,-37.77394,-0.5928476,-2.4552386,2.9994724,-11.809512,13.355233,-6.389693,-14.497438,11.017064,-38.689335,-39.46539,-0.35346848,-0.8132708,28.158974,-16.629269,-14.857207,-40.403244,-2.2783122,3.8209434,7.1933985,32.717403,33.25614,-1.4750321,3.923574,-14.340044,7.5471573,-37.282074,17.498936,11.152117,13.995288,9.264156,-41.719635,7.555888,-6.5922303,48.99835,-27.310911,6.228327
LSCC:C3N-02289,LSCC,-6.531256,16.888288,1.6451015,7.7271214,6.5287952,-1.6449486,-6.6061378,-4.1309843,0.5395596,1.5405794,8.325704,-13.277465,5.9437904,-1.0055661,-2.4498382,11.45188,-31.35285,-1.203728,2.2175791,-6.3545976,-10.033584,2.568329,-2.1718047,-0.7506656,7.334109,7.94456,-35.673862,-9.276401,9.453819,-2.9940896,4.500977,1.0414178,-17.570255,-17.396864,18.010822,16.414886,-12.311344,-12.82133,-3.1687336,-14.383556,-8.628587,-4.9382806,-20.747444,-3.9533334,-13.169808,10.593758,0.63636506,9.173952,0.67755026,-31.496729,-2.9761152,-14.65819,13.459559,-12.250459,4.708324,16.728998,9.125385,-2.0931783,-10.695678,-8.759403,7.397367,7.320224,5.1879025,3.1285925
LSCC:C3N-02300,LSCC,20.716301,13.554116,6.1162314,-3.855094,-30.907581,-1.6696601,-12.628719,16.289158,-6.7167683,-6.850569,18.786572,6.024207,7.289723,8.945975,-12.978911,14.654301,-30.820744,5.2758274,13.967126,19.682285,0.42614946,12.346441,3.7454543,-2.1531715,-21.442461,-9.804273,-53.747303,-10.968232,-11.775089,-4.1504207,0.40714842,-5.425068,-1.4131192,14.723654,2.0132892,22.480593,-9.493751,-19.662415,8.468173,-14.738339,-5.6024294,-8.217554,-30.586615,-13.5892725,-17.932842,-2.4179087,-6.6700926,1.0720133,23.29201,-23.69964,-8.493862,3.6971521,-7.636531,-31.114786,-1.6978278,-3.169999,17.158749,-1.7483555,-25.5109,28.276659,-35.233032,41.864403,-29.470566,4.522246
LSCC:C3N-02339,LSCC,8.863529,19.865679,15.190904,12.069688,0.6745273,-33.028084,-12.685536,18.57075,-2.2552695,-0.37350932,31.060524,6.8020787,0.0734133,10.207084,4.2014194,2.675084,-55.913036,6.478391,-26.340517,-5.59591,18.29834,3.2514727,-2.5604663,36.07548,3.9056969,16.140524,-8.51018,-36.447212,-1.239167,-8.1598,-4.4959073,-10.750405,-12.942454,13.363083,-11.070676,17.852737,-29.24281,7.593079,14.332501,-11.231275,1.1763448,-4.804658,-15.83597,-23.317484,-19.130787,16.164677,-5.1608696,17.321934,-2.2781832,-37.708492,4.188593,-29.655754,-6.9271293,14.915082,6.3695555,19.174326,8.904915,3.7097812,-36.808144,-15.431284,-13.346226,10.989645,5.442817,13.516284
LSCC:C3N-02374,LSCC,14.744779,13.503812,-22.479069,16.983057,-19.34105,-23.754513,7.550579,29.203613,19.140162,10.604124,-2.2544448,11.162512,11.635453,-5.3257203,-40.0409,6.032272,-13.862593,10.784071,-7.559827,-7.9204974,25.550205,-4.107587,-1.4234154,3.223636,-2.6195273,37.114517,-17.891241,-26.28728,11.783381,3.4291894,16.279934,-25.189785,23.750397,3.5179038,-5.893136,19.574936,-27.155369,0.44917682,25.263279,1.5354702,-5.066107,-23.887884,-21.490623,-41.633186,6.320102,13.975878,-12.773126,21.796408,21.661898,-11.533589,1.7148275,11.932764,-4.930617,14.532617,-5.11576,17.887465,8.421169,8.574058,-25.234018,7.964077,2.4537642,42.306858,-22.967297,27.559975
LSCC:C3N-02375,LSCC,18.5766,17.48809,-2.6464412,-13.8585415,-22.867891,4.920947,3.8466434,28.237118,7.2837033,24.970774,17.831865,7.085538,5.301466,5.2021937,-31.79892,7.9486775,-12.320052,16.031128,-13.182417,24.825264,-3.9159353,13.769888,1.1317744,2.783529,-21.779896,17.613708,-56.689335,-6.944555,-7.279676,2.5316377,15.141867,-12.645361,5.1060085,5.541192,5.435149,45.413685,-14.207476,-24.591501,13.666016,-19.250147,-12.632201,-4.149795,-43.680107,-39.830956,-6.94723,-3.069234,-7.6440864,-0.20696819,42.256435,-22.42826,-2.4195204,8.366182,-16.926117,-33.19921,-15.301197,1.4942424,6.849635,-12.776634,-25.803225,23.434546,-24.710165,60.24204,-21.24801,-2.0239193
LSCC:C3N-02425,LSCC,9.172884,13.763487,-4.28701,-19.21037,-40.53022,-6.464094,19.774496,34.96017,4.3169637,1.7850605,36.059505,25.799025,6.541077,4.132496,-39.459938,4.5671763,8.506521,-8.842634,15.262816,38.225254,1.6206855,0.70480776,1.2387533,15.12179,-7.1396794,4.362975,-40.644875,-10.692743,-0.30785012,12.677303,-6.852573,-23.445765,1.5788823,5.7012525,1.899329,43.34585,-30.680294,-7.4290996,37.22183,-24.525976,-14.18021,-19.927572,-55.220207,-42.228085,-16.913935,-3.9534202,-4.4493756,-14.229136,28.692219,-23.059582,23.704865,39.068245,-0.38978723,-11.969362,-7.9923005,-8.180603,11.033794,5.6334476,-27.502886,21.849092,-2.810043,53.963634,-20.739782,6.6701274
LSCC:C3N-02426,LSCC,6.7948456,37.184486,28.697681,-23.615225,-37.233704,-6.2145042,-9.104789,-9.331872,-34.910656,-9.931021,32.27487,7.8239536,11.217499,13.576404,7.807982,29.71064,-57.71157,10.028409,0.649771,10.230994,-11.450269,4.027709,0.8692668,-33.87927,-22.393063,-20.312418,-86.72121,-10.057643,-21.512932,3.3521154,-22.796928,-7.206791,-27.306828,10.214224,4.8515835,33.839806,-7.3801913,-53.063572,-15.357977,-25.417402,3.5784926,0.103360415,-43.415154,-9.761717,-26.628275,-7.734116,-9.385298,-15.158267,55.91424,-31.853256,-11.687125,-18.743746,17.87068,-51.82238,-12.511459,-24.37356,22.435928,-13.73484,-23.94309,36.82813,-38.84426,63.70119,-49.21482,-3.0157623
LSCC:C3N-02434,LSCC,16.34442,33.522392,-16.212025,-10.561063,-0.92970866,-34.638737,-14.025107,34.008102,-4.7589483,-10.378017,28.581942,15.007084,4.019511,-1.8234861,-38.842167,-4.31819,-18.698278,17.507046,-20.670929,33.312366,17.22271,2.0375845,0.15423137,24.197187,-13.294668,4.4549007,-44.68231,-44.931767,-8.117382,-17.580925,22.525345,-30.935963,-10.463548,26.662977,-19.15658,12.885133,-21.785116,-20.542084,25.555729,-13.490397,-34.665157,-42.282974,-27.153,-36.708252,-29.432026,39.2899,-0.3609942,34.02764,40.42102,-30.233139,19.643248,-33.72928,-32.190903,13.826189,-15.664869,31.809692,-2.623261,9.522746,-35.00913,24.027645,-12.015301,9.329966,-6.188336,25.032507
LSCC:C3N-02435,LSCC,5.0570903,17.04399,13.684965,2.080379,-17.426819,-4.971818,-3.135032,23.418734,8.807076,8.521055,15.378099,11.658736,1.083461,6.669269,-2.3700583,9.540597,-13.344238,-1.7445828,-8.93377,4.7105637,1.0942589,4.2510257,1.3219066,8.927155,0.30573174,18.273024,4.4904976,-9.132548,8.444691,27.383207,-17.579964,8.203778,-0.77591515,12.458527,16.782272,-9.063086,2.9104226,11.708932,5.5291862,6.16047,16.519289,3.452675,-5.393374,-15.1881695,-6.455425,-0.18659212,-7.677928,-5.3040004,-1.1539363,-8.174254,9.849213,-1.1478465,-0.6791287,5.862846,0.7129612,-16.235807,-9.134747,6.1407413,-11.211166,-3.7897573,3.5937424,8.277473,-0.9072564,-6.6588364
LSCC:C3N-02494,LSCC,10.694774,14.073253,7.6819315,-5.964372,-16.727324,0.062001724,-16.960066,0.052052557,-5.2139792,0.05444226,16.557161,5.6194534,13.828987,13.685602,-5.525383,16.065416,-1.5598493,11.126839,-3.3197486,17.05475,-1.8322577,19.278423,-5.5795937,-4.426223,-12.186745,7.1603284,-36.631104,-17.384748,11.03427,-3.8152373,4.8134313,-9.385042,2.004331,-0.45153865,-7.2941327,16.087833,-4.0477786,-8.607632,-10.21509,-13.127266,-5.0759325,-11.270772,-15.975216,-22.35153,-7.914829,6.4250593,-4.9308834,-3.7382705,22.435701,-17.672445,-6.294239,3.4630883,0.8835985,-12.569753,-27.554008,6.234077,-3.7373257,-30.86515,0.30278346,6.208005,-9.7666855,20.085594,-11.842741,15.763873
LSCC:C3N-02523,LSCC,-10.7057705,14.801848,8.2002735,-8.255598,-27.518013,-38.96808,0.118171886,23.160072,-11.000836,11.134016,21.19214,32.029297,-1.4547528,18.577805,2.1925132,34.303413,5.2271166,-1.1338822,-3.0855875,-6.8390994,12.279458,-6.866811,-22.330156,-3.0845542,2.823068,14.04327,-49.977654,-5.797718,-12.659287,-3.5191433,-45.90652,9.866609,-24.147648,17.862072,4.6934476,1.8462486,5.650074,-21.747416,1.888311,4.6310835,2.2535546,-28.040148,-32.559486,-49.226295,-4.270202,-0.15815784,1.8893399,2.5744014,10.057618,4.7906876,0.80503064,-12.399796,-8.658985,-31.665678,-7.707374,0.5978091,-9.665277,-5.048585,-14.335761,13.66514,-30.148632,-1.3054316,-14.6777115,6.832993
LSCC:C3N-02575,LSCC,10.272326,18.94226,-14.605482,6.127513,-21.728802,-7.0303707,3.885351,19.282087,-1.2237339,11.828829,9.739168,12.657697,11.703894,18.833004,-30.698168,0.7844423,-3.0234697,15.602196,-5.8468337,20.952509,1.3364445,1.8778465,2.162206,-15.302271,-9.62319,11.646765,-45.60312,-4.846377,25.905245,16.28817,3.0532384,-27.547785,17.744205,-25.152933,-3.7860444,27.285215,-13.467654,-13.736538,10.747376,-5.967224,-34.353386,-27.674845,-36.498653,-32.47835,-2.6226416,23.191498,-32.987453,-7.920073,55.612408,-19.912771,7.407669,-4.0654535,-15.397524,11.600223,-8.257505,-2.5321193,5.032966,5.2092595,-11.601947,18.312017,-15.177948,51.648457,-30.575432,13.772586
LSCC:C3N-02675,LSCC,-5.5699944,59.591084,9.594802,-41.567696,-37.063465,-1.792243,-7.1285157,-6.6338997,-64.76577,-26.75503,3.799271,14.401286,-11.686157,15.097086,12.993007,76.76327,-77.2947,-12.950082,-4.5064974,-6.181677,-7.1097198,8.860957,16.235329,-36.2825,-46.891537,-36.563454,-89.098274,-32.466244,-46.894897,-11.603662,-8.2093525,12.294891,-34.88307,10.209772,-2.0024812,29.392216,-1.5873758,-58.60124,-0.74392205,-22.939817,27.028568,-5.7193217,-48.123535,-19.680113,-36.65025,-8.273863,-2.150799,1.8721364,65.833916,-53.236065,-31.495863,-16.047436,27.61219,-62.966175,-9.659647,-49.68749,31.07614,-4.7436886,-20.894918,54.73123,-54.992832,72.21208,-77.53483,-2.9291153
LSCC:C3N-03051,LSCC,-1.2761639,15.77439,0.51386166,-6.821812,-21.395443,-39.169937,-21.254974,27.031353,-7.022866,-23.543165,25.970974,17.217306,1.9878099,10.84279,-32.27255,12.920481,-31.40572,6.8057137,4.3479714,27.848324,-5.3005476,-4.8996153,-10.364428,17.629978,-14.704629,-2.7316008,-33.95155,-15.848982,-35.281876,-19.495567,19.520782,-8.583479,-33.919186,33.231308,-10.96007,16.28673,-33.331657,-13.076408,29.891342,1.7633163,-22.560661,-39.159695,-35.602203,-39.931313,-37.92899,16.152044,12.876449,18.778875,-5.837341,-21.094604,22.290491,-14.8463125,-4.324887,-18.98202,1.3556185,13.4395485,19.291777,1.1685733,-34.35096,19.133625,-13.16189,21.699562,-19.282225,20.62392
LSCC:C3N-03072,LSCC,25.848183,21.188341,-3.697797,-11.859494,-16.16074,-16.822386,12.576245,0.9885605,-21.011847,28.314304,36.950096,21.374533,22.087479,16.283335,-21.387003,6.632833,-20.958662,4.983901,-47.235744,-4.831261,1.0540572,-1.4165876,5.8146935,-6.742848,-11.44792,15.066659,-44.245247,-41.480423,2.0680428,4.85681,7.596807,-10.663023,-23.093748,-0.55902016,-20.125786,18.350761,-5.1480117,-21.41354,6.7314897,-8.870329,3.7360704,-47.29152,-29.046795,-45.6191,-18.909527,-0.066920534,4.3971233,1.6805036,18.484913,22.590868,-7.599579,2.662536,-4.2690454,-38.81665,-17.355354,-2.208884,-2.4955115,-6.1763387,-31.516287,-5.1119404,-17.469658,22.181345,-23.551928,-1.8645024
LSCC:C3N-03076,LSCC,2.9270575,20.464417,6.0866847,2.5063612,-13.589425,0.5520859,-12.257739,0.75198346,-9.058962,-11.932954,20.819536,-6.1463113,20.468224,36.25865,-14.095059,5.8207016,-29.116985,-6.95076,6.8904796,27.02667,-13.737557,5.7596617,-2.9818103,-6.3974137,5.1912484,-4.8195105,-34.415253,-6.7411966,2.5163462,-1.3608968,16.482012,-28.833246,-10.955776,-21.905058,1.7637092,22.803604,-31.171257,-12.583745,6.7057076,-7.4673166,-21.080341,-10.925759,-42.327934,-13.022481,-17.192621,16.629225,-0.18150237,-1.9419625,22.796427,-25.798632,-5.8718944,-20.872208,5.0662904,-1.9053751,1.1905427,-3.2020128,21.741522,-10.523555,-19.975744,6.830264,-31.220667,32.96288,-19.81426,20.325912
LSCC:C3N-03092,LSCC,14.207273,16.984259,17.753096,-7.607259,-7.6479554,-1.9686964,-16.070107,15.358902,4.3748,9.623256,25.007998,-5.3194714,20.80076,5.9281516,-18.29677,17.378242,-18.67137,22.022324,-11.682342,14.816691,-1.4354576,8.559257,-11.692725,4.726243,6.526506,10.146126,-20.673891,-6.693794,17.284021,9.524104,-3.232697,-11.964819,-5.827237,-5.512965,5.897524,17.266182,-18.418026,19.190195,4.4577475,-20.433386,-2.221213,-14.005237,-19.526064,-27.999855,-8.52914,-2.3105803,-11.239717,-15.5600815,17.748121,-8.322792,-1.7667358,15.541059,18.518297,8.527389,-25.611618,2.9717991,4.3008814,-26.801075,2.401591,-20.545,5.0501304,30.969225,0.034298938,8.966708
LSCC:C3N-03093,LSCC,16.4665,21.823343,7.4489007,-6.1974425,-35.080822,-6.9126487,0.026259141,45.83875,4.7357464,14.943267,32.303253,18.002403,-4.115185,-19.830486,-9.592164,22.303783,-16.670687,11.837844,7.072074,15.49928,-0.051085133,-5.6856155,1.4394972,-4.5257134,-41.918217,-3.5111403,-63.190037,-15.709832,2.9788868,-8.759771,1.4915601,-3.4578059,0.074567884,4.6023064,1.8754648,51.55144,-21.685522,-1.8888834,13.7360115,-5.3527102,-1.4356636,-7.42907,-45.08211,-3.1711295,3.0617115,-28.284176,-32.159153,-4.2774534,31.175947,-30.866592,1.177614,17.74737,2.1274676,-30.012411,-14.625389,-16.666443,-7.4986825,-35.677555,-16.513268,22.153948,-43.832623,74.87047,-31.755228,-3.2610414
LSCC:C3N-03204,LSCC,3.2123399,4.1604786,18.8431,-1.0727396,-29.76777,1.6143758,-15.949229,12.636923,-2.3787,17.816542,48.397053,5.7364573,-1.638986,4.5900817,-5.1369195,3.3831065,16.762646,7.807872,7.860193,28.819021,3.1283288,7.7415113,-11.287874,33.4636,1.8718548,8.031128,-46.974285,9.149293,11.073359,-16.449896,-7.79357,-11.481616,-24.714493,11.630781,1.7950121,25.890305,-13.366539,-6.629748,6.7355404,-3.3367355,-21.332005,-5.02736,-54.938133,-18.302202,-1.4050409,-10.273508,-26.643728,-11.722633,26.063475,-20.215544,3.143724,-13.077393,-4.3242006,-1.9389899,-2.2195945,-2.564044,-12.562662,-22.012163,-12.755462,6.586514,-30.564928,32.08768,-11.81289,-5.7527833
LSCC:C3N-03424,LSCC,9.820718,7.659079,3.0251114,-4.316188,-34.011726,-8.223038,-5.7386055,19.43048,1.4582175,10.022936,11.266619,16.49144,-3.9340756,-9.65375,-7.124688,17.030285,-19.179502,15.197147,-3.2823756,1.5853124,4.2420087,-11.193521,2.2256057,-17.061153,-16.051914,4.7728605,-41.56837,-3.0160244,4.1866984,-5.8266993,11.195839,-12.994924,-9.0977955,9.586231,2.6989768,25.805788,-6.6096034,-8.096369,-6.701924,-1.4713794,0.8190188,-25.220215,-27.569729,-14.603723,-4.241764,-16.836084,-18.363379,-6.465128,12.835279,-16.40829,3.92014,15.211856,6.843114,-20.006626,-14.974395,-9.707866,-2.459047,-19.020601,-4.386004,12.875888,-4.0174932,51.982533,-36.1483,6.6961093
LSCC:C3N-03425,LSCC,-26.346241,12.415234,-2.80703,-2.7496142,-18.267607,-18.343113,-7.728613,30.133486,3.8641372,10.486247,-7.062747,19.336037,-1.6187478,9.565531,-36.649525,8.437424,18.388845,-5.632022,12.921859,14.3864355,3.2573676,6.910679,-3.8293526,3.442213,9.611206,23.031183,-27.322811,-15.662047,-10.687719,2.4346037,-2.0430665,19.407759,-16.94429,-9.724381,19.839449,31.262438,-4.9724865,-8.335396,23.795563,-0.678802,-0.5242403,7.6272078,-51.466663,-18.63501,-19.986568,-9.19356,11.033479,3.458133,19.445704,-22.50074,-8.136713,-6.439443,-10.99844,-10.91745,-12.8141365,-5.288226,15.688556,-14.239699,-14.653489,5.8287277,-19.255,23.263866,-2.5464115,6.910693
LSCC:C3N-03441,LSCC,-9.7173,6.3955183,3.6820848,-6.2374177,-18.02263,5.32331,-17.693813,33.670033,8.094219,4.2687345,35.309494,15.903871,-4.231303,3.2274954,-24.444172,29.574705,-15.248634,16.213757,15.945487,17.701614,-12.742789,-15.792511,1.7553788,16.67431,-4.4779754,12.546473,-33.664738,3.4993417,-1.6345103,10.308494,9.440426,12.605442,-13.088111,-3.3971438,10.49241,15.870437,-0.31240284,-1.1115832,13.731142,1.1583043,3.1601975,8.954269,-28.923658,-10.327668,-14.471108,8.818811,-11.284725,-11.402299,17.818722,-24.895794,-15.658839,-13.018669,-3.5680141,-13.842812,-21.67584,1.0046339,1.5257168,-4.598239,6.0900187,1.646765,-3.0782118,24.767963,9.333763,0.41610283
LSCC:C3N-03486,LSCC,9.361522,21.376478,4.07843,-2.461746,-13.626818,-1.6185203,-8.811257,40.192493,9.366906,-6.0448737,1.4685959,6.660181,6.677114,-17.4494,-15.687055,-9.784962,-21.605751,6.712261,-9.527538,32.364826,5.164651,-2.4355316,-5.6642656,-1.4207733,-16.45918,13.902258,-21.257305,1.1176708,-5.2644286,25.886215,11.671209,1.0403645,9.544381,0.8545331,11.396226,24.048758,-20.561604,7.5451746,-3.9045398,-6.8172793,-10.223308,-15.005081,-25.25616,-17.561087,1.0829849,12.362998,19.1332,2.5171912,8.851624,-19.98801,-0.9975092,6.3114934,12.123008,6.5628705,-10.277,2.2397654,9.0785475,12.387163,-21.52722,7.8449135,-2.8079054,50.22941,16.038216,4.9384465
LSCC:C3N-03662,LSCC,10.980114,30.431108,-5.5564866,-4.1608944,0.6185568,-4.082954,12.966335,3.024308,3.384715,33.350666,2.0517638,22.429178,25.796633,5.473986,-20.47413,-10.577158,-15.554783,19.266943,-50.283546,-1.2728759,11.763937,1.9511349,-2.1629467,4.5995708,-12.909807,28.739302,-23.707134,-36.57337,20.61296,14.6303005,10.475075,-15.801832,-2.7588606,1.71883,-1.8527666,9.141196,0.0170809,-2.6546388,5.624857,-11.165486,6.769194,-38.598495,-18.963093,-41.317303,-13.66682,16.87061,-1.7426319,-3.8093154,29.456968,-2.447303,-1.851511,4.3265467,-8.506645,-12.275717,-22.77706,12.004432,-3.408226,-8.490356,-3.1071587,-7.3613844,-1.0572789,28.109974,-20.437613,10.827497
LSCC:C3N-03848,LSCC,15.441588,0.7731849,37.351727,4.0887885,-33.3266,-10.403351,-4.3147774,7.5825067,-3.8793755,29.7661,33.23127,11.947545,3.3395083,-5.7210126,-4.1785307,5.798069,-30.644003,12.437479,10.453525,13.287497,7.848233,3.181633,-8.203215,12.929219,-14.849018,23.989664,-54.238953,8.2725315,-11.807262,-13.296402,8.621618,-1.3395159,-18.549023,21.273972,0.28940046,39.09755,-10.957981,-3.1133976,5.155301,4.6851306,-12.099049,0.89139867,-52.91725,-3.724115,-0.25792405,-16.955986,-35.502003,-12.861666,45.75486,-18.772217,-13.431814,5.3982253,-10.882744,-27.108,-9.143464,-21.512894,5.1833158,-20.529724,-6.891854,18.051775,-18.837078,56.92203,-31.530567,-8.41588
LSCC:C3N-03851,LSCC,-5.7080383,6.7263947,-5.4452047,-4.167829,-13.513286,16.812618,3.3729627,-12.182154,5.4733825,-5.490931,8.431663,-6.7969112,5.778887,17.933048,-32.755947,22.188545,-18.644972,-9.44976,3.7216606,28.045012,-9.2816105,-1.8944736,6.0287695,25.273201,-0.04181984,28.720428,-26.885315,4.4737005,-6.421325,19.563473,13.81987,-24.231384,-12.908089,-34.547176,6.807604,20.668295,-17.165947,-3.2890294,19.920208,-8.150655,-14.6956215,5.5806804,-40.789604,-44.255833,-21.221392,8.910178,6.4958224,1.7145501,21.368483,-10.277976,-14.375433,-8.314318,9.606697,6.4888744,-11.5928955,17.544788,6.201702,-3.6278412,-28.000803,-7.4958644,10.353527,45.13614,9.994771,10.998126
LSCC:C3N-03875,LSCC,-5.574452,7.1640353,15.921171,-0.43292624,-37.704857,-18.608965,-3.7414138,16.592817,-15.950749,8.619902,8.2065525,11.565312,13.905572,5.0616093,-10.521062,11.65319,-7.1961894,-6.2517715,10.640645,23.947504,-14.4003105,-2.2925558,-8.905214,-21.83995,-4.3652997,-2.8724542,-49.695984,2.9351015,-3.1408176,-1.9220289,-15.296869,-14.564793,-22.511194,-7.8374767,18.339806,30.948963,-1.0718544,-11.057968,15.682373,-21.02413,-7.8193603,-11.436408,-54.64151,-6.6810656,-18.413448,-14.845904,-5.295657,-4.878683,21.762407,-5.7618284,8.694219,-0.07976667,-4.7542267,-16.408634,-6.710004,-14.8756485,12.645811,-6.578919,-20.941448,18.595022,-25.64367,30.901482,-12.623931,0.060508907
LSCC:C3N-03877,LSCC,15.624626,18.63749,-12.322495,-16.219597,-43.47408,4.4814367,8.633054,23.065998,-16.385843,28.649023,37.126423,-4.7461243,1.7996678,54.309258,-23.684896,38.963554,-10.290928,25.89587,-22.112206,34.545494,-2.8667789,20.083069,-2.738382,-8.265445,-31.449356,-7.279076,-74.67337,-20.410847,30.841331,6.4901137,-1.4055806,-1.3195999,-14.674606,-21.375006,-18.414083,28.65281,-24.749832,-25.020634,-6.78599,-5.4990067,-3.790465,-9.529918,-45.682785,-82.471954,-3.9083636,35.419292,2.1044285,-8.499128,56.869534,-16.430637,17.046003,-16.776163,-11.820266,-31.140503,0.64980054,9.803725,-3.0649424,-29.217249,-35.385254,35.63053,-20.036152,89.76574,-24.518385,-17.85915
LSCC:C3N-03880,LSCC,18.97872,18.1233,9.998288,-6.422298,-6.8964224,-1.8895421,-21.402103,-3.341842,3.6857934,2.313923,21.109163,7.0319586,17.82384,0.39647105,-13.04424,13.732008,-5.4094057,24.583616,-14.067204,18.28621,4.6945643,17.90883,-9.6169,7.125605,-9.036739,15.374621,-35.895874,-30.008957,14.607555,5.7093015,6.1718698,-8.578345,12.117807,0.5432118,-1.4585309,10.415565,-8.280114,6.27914,-7.852687,-19.519888,0.8391985,-12.523506,-8.154555,-29.222029,-0.13487491,2.2217164,-9.887247,-13.820884,18.93627,-13.426172,-3.9406765,18.994013,4.853726,3.7394643,-29.306595,6.0665045,-1.2337437,-40.590946,-5.030214,-13.868276,7.3493714,34.907578,-0.48242828,15.963957
LSCC:C3N-03882,LSCC,14.348138,5.2216463,-9.37473,-10.574267,-39.627434,-11.825273,30.041527,34.446552,5.3757873,33.977234,1.7376171,21.930904,2.4327724,7.5227733,-32.767445,-13.794548,-11.76639,0.8941735,-26.653757,15.445975,8.96204,-0.5157907,-11.383073,6.0711775,-15.638396,48.85749,-6.5465016,-6.0234113,19.305798,-21.61633,27.254211,-32.369663,10.265275,-24.889837,-7.696482,52.45297,-53.874954,-6.443089,32.764874,-0.47027862,-29.097237,-28.836353,-58.480854,-63.15623,5.0325513,22.3793,-21.830763,7.692811,28.612505,-0.55535287,2.8854418,21.46892,3.2972255,5.5703745,-7.545177,11.001845,-6.07598,-6.235799,-22.732283,-5.189047,-6.5721807,50.79832,-15.793121,18.891823
LSCC:C3N-03886,LSCC,20.708687,-0.70338094,15.110546,1.2013943,-29.133522,12.718159,7.5636086,-3.5357292,-8.540856,9.020402,32.055733,9.6641865,9.504686,24.583717,-27.93164,15.467155,-13.626428,-13.766302,-15.904294,8.579782,7.042594,3.106316,7.9460015,26.838694,15.194704,39.611862,-16.939762,-25.283382,5.828134,18.877998,-1.3456119,-13.330767,-3.1726003,-18.466492,-12.09939,25.636045,-29.88227,-0.26894805,14.149903,-11.144879,-14.343948,12.130291,-41.853268,-55.563766,-8.834047,2.4185524,8.973215,-3.1741283,31.47243,11.6197815,-16.925333,0.32080922,1.8620081,1.2926557,-7.5637712,5.1730075,-5.1517215,-16.732952,-37.637123,-6.906394,-7.6944056,49.992558,2.8156004,16.117785
